nome_instancia,nome_algoritmo,caminho_solucao,custo_solucao,profundidade_solucao,tempo_execucao_segundos,nos_visitados,nos_explorados,fator_medio_ramificacao
regua_puzzle_011,Breadth-First Search,BBABB-AAABA -> BBAB-BAAABA -> BB-BABAAABA -> BBB-ABAAABA -> BBBBA-AAABA -> BBBBAAA-ABA -> BBBBAAABA-A -> BBBBAAAB-AA -> BBBBAA-BAAA -> BBBBA-ABAAA -> BBBBABA-AAA -> BBBBAB-AAAA -> BBBB-BAAAAA,19.0,12,0.004325,1239,728,1.700549
regua_puzzle_011,Depth-First Search,BBABB-AAABA -> BBABBAA-ABA -> BBABBAABA-A -> BBABBAAB-AA -> BBABBAA-BAA -> BBABBAAAB-A -> BBABBAAABA- -> BBABBAAA-AB -> BBABBAA-AAB -> BBABB-AAAAB -> BBAB-BAAAAB -> BBABAB-AAAB -> BBABABAA-AB -> BBABABAABA- -> BBABABAAB-A -> BBABABAA-BA -> BBABABA-ABA -> BBABABABA-A -> BBABABAB-AA -> BBABAB-BAAA -> BBABABB-AAA -> BBABABBA-AA -> BBABAB-ABAA -> BBABA-BABAA -> BBABAAB-BAA -> BBABAABAB-A -> BBABAABABA- -> BBABAABA-AB -> BBABAAB-AAB -> BBABAA-BAAB -> BBABAAAB-AB -> BBABAAABBA- -> BBABAAABB-A -> BBABAAAB-BA -> BBABAA-BABA -> BBABAAB-ABA -> BBABA-BAABA -> BBAB-ABAABA -> BBA-BABAABA -> BBAAB-BAABA -> BBAABAB-ABA -> BBAABABBA-A -> BBAABABB-AA -> BBAABAB-BAA -> BBAABABAB-A -> BBAABABABA- -> BBAABABA-AB -> BBAABAB-AAB -> BBAABA-BAAB -> BBAABAAB-AB -> BBAABAABBA- -> BBAABAABB-A -> BBAABAA-BBA -> BBAABA-ABBA -> BBAA-ABABBA -> BBAAA-BABBA -> BBAAAAB-BBA -> BBAAAABBB-A -> BBAAAABBBA- -> BBAAAABB-AB -> BBAAAABBA-B -> BBAAAAB-ABB -> BBAAAABA-BB -> BBAAAA-ABBB -> BBAAA-AABBB -> BBA-AAAABBB -> BB-AAAAABBB -> B-BAAAAABBB -> BAB-AAAABBB -> BABAA-AABBB -> BABAAAA-BBB -> BABAAAAB-BB -> BABAAA-BABB -> BABAAAB-ABB -> BABAAABBA-B -> BABAAABBAB- -> BABAAABB-BA -> BABAAAB-BBA -> BABAA-BABBA -> BABAAB-ABBA -> BABAABBA-BA -> BABAABBAAB- -> BABAABBAA-B -> BABAABBA-AB -> BABAAB-ABAB -> BABAABA-BAB -> BABAABAAB-B -> BABAABAA-BB -> BABAABA-ABB -> BABAABABA-B -> BABAABABAB- -> BABAABAB-BA -> BABAAB-BABA -> BABAA-BBABA -> BABA-ABBABA -> BABABA-BABA -> BABABAAB-BA -> BABABAABAB- -> BABABAABA-B -> BABABAAB-AB -> BABABAA-BAB -> BABABA-ABAB -> BABABABA-AB -> BABABABABA- -> BABABABAB-A -> BABABAB-BAA -> BABABA-BBAA -> BABAB-ABBAA -> BABABBA-BAA -> BABABBAB-AA -> BABABB-BAAA -> BABAB-BBAAA -> BAB-BABBAAA -> B-BABABBAAA -> BB-ABABBAAA -> BBBA-ABBAAA -> BBBABA-BAAA -> BBBABAB-AAA -> BBBAB-BAAAA -> BBB-BABAAAA -> BBBB-ABAAAA -> BBBBBA-AAAA,183.0,121,0.110152,10543,6203,1.699500
regua_puzzle_011,Ordered Search,BBABB-AAABA -> BBAB-BAAABA -> BB-BABAAABA -> BBB-ABAAABA -> BBBBA-AAABA -> BBBBAAA-ABA -> BBBBAAABA-A -> BBBBAAAB-AA -> BBBBAA-BAAA -> BBBBA-ABAAA -> BBBBABA-AAA -> BBBBAB-AAAA -> BBBB-BAAAAA,19.0,12,0.000145,37,16,2.250000
regua_puzzle_011,Greedy Search,BBABB-AAABA -> BBAB-BAAABA -> BB-BABAAABA -> BBB-ABAAABA -> BBBBA-AAABA -> BBBBAAA-ABA -> BBBBAAABA-A -> BBBBAAAB-AA -> BBBBAA-BAAA -> BBBBA-ABAAA -> BBBBABA-AAA -> BBBBAB-AAAA -> BBBB-BAAAAA,19.0,12,0.000247,37,16,2.250000
regua_puzzle_011,A* Search,BBABB-AAABA -> BBAB-BAAABA -> BB-BABAAABA -> BBB-ABAAABA -> BBBBA-AAABA -> BBBBAAA-ABA -> BBBBAAABA-A -> BBBBAAAB-AA -> BBBBAA-BAAA -> BBBBA-ABAAA -> BBBBABA-AAA -> BBBBAB-AAAA -> BBBB-BAAAAA,19.0,12,0.002699,454,260,1.742308
regua_puzzle_011,IDA* Search,BBABB-AAABA -> BBAB-BAAABA -> BB-BABAAABA -> BBB-ABAAABA -> BBBBA-AAABA -> BBBBAA-AABA -> BBBBAAA-ABA -> BBBBAAABA-A -> BBBBAAAB-AA -> BBBBAA-BAAA -> BBBBA-ABAAA -> BBBBABA-AAA -> BBBBAB-AAAA -> BBBB-BAAAAA,19.0,13,0.201261,31889,13240,2.407477
regua_puzzle_012,Backtracking,BBBBA-BAAAA -> BBB-ABBAAAA -> B-BBABBAAAA -> -BBBABBAAAA -> BB-BABBAAAA -> BBAB-BBAAAA -> BBABBB-AAAA -> BBABBBAA-AA -> BBABBBAAAA- -> BBABBBAAA-A -> BBABBBA-AAA -> BBABB-ABAAA -> BBA-BBABAAA -> B-ABBBABAAA -> -BABBBABAAA -> AB-BBBABAAA -> ABBB-BABAAA -> ABBBAB-BAAA -> ABBBABAB-AA -> ABBBABABAA- -> ABBBABABA-A -> ABBBABA-ABA -> ABBBA-ABABA -> ABB-ABABABA -> A-BBABABABA -> AB-BABABABA -> -BABABABABA -> B-ABABABABA -> BBA-ABABABA -> BBABA-ABABA -> BBABABA-ABA -> BBABABABA-A -> BBABABAB-AA -> BBABAB-BAAA -> BBAB-BABAAA -> BB-BABABAAA -> -BBBABABAAA -> B-BBABABAAA -> BBB-ABABAAA -> BBBBA-ABAAA -> BBBBABA-AAA -> BBBBABAAA-A -> BBBBABAA-AA -> BBBBAB-AAAA -> BBBB-BAAAAA,79.0,44,0.000219,45,44,1.000000
regua_puzzle_012,Breadth-First Search,BBBBA-BAAAA -> BBBB-ABAAAA -> BBBBBA-AAAA,3.0,2,0.000058,24,9,2.555556
regua_puzzle_012,Depth-First Search,BBBBA-BAAAA -> BBBBAB-AAAA -> BBBB-BAAAAA,3.0,2,1.531499,201155,129151,1.557510
regua_puzzle_012,Ordered Search,BBBBA-BAAAA -> BBBB-ABAAAA -> BBBBBA-AAAA,3.0,2,0.000047,8,2,3.500000
regua_puzzle_012,Greedy Search,BBBBA-BAAAA -> BBBB-ABAAAA -> BBBBBA-AAAA,3.0,2,0.000020,8,2,3.500000
regua_puzzle_012,A* Search,BBBBA-BAAAA -> BBBB-ABAAAA -> BBBBBA-AAAA,3.0,2,0.000040,13,4,3.000000
regua_puzzle_012,IDA* Search,BBBBA-BAAAA -> BBBB-ABAAAA -> BBBBBA-AAAA,3.0,2,0.000064,25,7,3.142857
